timestamp,function,replicas,ready,pods_running,pods_pending
1775162198,stage-ffmpeg-1,2,2,2,0
1775162198,stage-ffmpeg-2,5,5,5,1
1775162198,stage-ffmpeg-3,5,5,5,1
1775162198,stage-librosa,5,5,5,1
1775162198,stage-object-detector,5,5,6,0
1775162207,orchestrator,1,1,1,0
1775162207,stage-deepspeech,3,3,3,0
1775162207,stage-ffmpeg-0,5,5,5,0
1775162207,stage-ffmpeg-1,2,2,2,0
1775162207,stage-ffmpeg-2,5,5,5,0
1775162207,stage-ffmpeg-3,5,5,5,0
1775162207,stage-librosa,5,5,5,0
1775162207,stage-object-detector,5,5,5,0
1775162215,orchestrator,1,1,1,0
1775162215,stage-deepspeech,3,3,3,0
1775162215,stage-ffmpeg-0,5,5,5,0
1775162215,stage-ffmpeg-1,2,2,2,0
1775162215,stage-ffmpeg-2,5,5,5,0
1775162215,stage-ffmpeg-3,5,5,5,0
1775162215,stage-librosa,5,5,5,0
1775162215,stage-object-detector,5,5,5,0
1775162223,orchestrator,1,1,1,0
1775162223,stage-deepspeech,3,3,3,0
1775162223,stage-ffmpeg-0,5,5,5,0
1775162223,stage-ffmpeg-1,2,2,2,0
1775162223,stage-ffmpeg-2,5,5,5,0
1775162223,stage-ffmpeg-3,5,5,5,0
1775162223,stage-librosa,5,5,5,0
1775162223,stage-object-detector,5,5,5,0
1775162231,orchestrator,1,1,1,0
1775162231,stage-deepspeech,3,3,3,0
1775162231,stage-ffmpeg-0,5,5,5,0
1775162231,stage-ffmpeg-1,4,4,4,0
1775162231,stage-ffmpeg-2,5,5,5,0
1775162231,stage-ffmpeg-3,5,5,5,0
1775162231,stage-librosa,5,5,5,0
1775162231,stage-object-detector,5,5,5,0
1775162239,orchestrator,1,1,1,0
1775162239,stage-deepspeech,3,3,3,0
1775162239,stage-ffmpeg-0,5,5,5,0
1775162239,stage-ffmpeg-1,4,4,4,0
1775162239,stage-ffmpeg-2,5,5,5,0
1775162239,stage-ffmpeg-3,5,5,5,0
1775162239,stage-librosa,5,5,5,0
1775162239,stage-object-detector,5,5,5,0
1775162247,orchestrator,1,1,1,0
1775162247,stage-deepspeech,3,3,3,0
1775162247,stage-ffmpeg-0,5,5,5,0
1775162247,stage-ffmpeg-1,4,4,4,0
1775162247,stage-ffmpeg-2,5,5,5,0
1775162247,stage-ffmpeg-3,5,5,5,0
1775162247,stage-librosa,5,5,5,0
1775162247,stage-object-detector,5,5,5,0
1775162255,orchestrator,1,1,1,0
1775162255,stage-deepspeech,3,3,3,0
1775162255,stage-ffmpeg-0,5,5,5,0
1775162255,stage-ffmpeg-1,4,4,4,0
1775162255,stage-ffmpeg-2,5,5,5,0
1775162255,stage-ffmpeg-3,5,5,5,0
1775162255,stage-librosa,5,5,5,0
1775162255,stage-object-detector,5,5,5,0
1775162263,orchestrator,1,1,1,0
1775162263,stage-deepspeech,3,3,3,0
1775162263,stage-ffmpeg-0,5,5,5,0
1775162263,stage-ffmpeg-1,4,4,4,0
1775162263,stage-ffmpeg-2,5,5,5,0
1775162263,stage-ffmpeg-3,5,5,5,0
1775162263,stage-librosa,5,5,5,0
1775162263,stage-object-detector,5,5,5,0
1775162271,orchestrator,1,1,1,0
1775162271,stage-deepspeech,3,3,3,0
1775162271,stage-ffmpeg-0,5,5,5,0
1775162271,stage-ffmpeg-1,4,4,4,0
1775162271,stage-ffmpeg-2,5,5,5,0
1775162271,stage-ffmpeg-3,5,5,5,0
1775162271,stage-librosa,5,5,5,0
1775162271,stage-object-detector,5,5,5,0
1775162279,orchestrator,1,1,1,0
1775162279,stage-deepspeech,3,3,3,0
1775162279,stage-ffmpeg-0,5,5,5,0
1775162279,stage-ffmpeg-1,4,4,4,0
1775162279,stage-ffmpeg-2,5,5,5,0
1775162279,stage-ffmpeg-3,5,5,5,0
1775162279,stage-librosa,5,5,5,0
1775162279,stage-object-detector,5,5,5,0
1775162288,orchestrator,1,1,1,0
1775162288,stage-deepspeech,3,3,3,0
1775162288,stage-ffmpeg-0,5,5,5,1
1775162288,stage-ffmpeg-1,4,4,4,0
1775162288,stage-ffmpeg-2,5,5,5,1
1775162288,stage-ffmpeg-3,5,5,5,1
1775162288,stage-librosa,5,5,5,1
1775162288,stage-object-detector,5,5,5,1
1775162296,orchestrator,1,1,1,0
1775162296,stage-deepspeech,3,3,3,0
1775162296,stage-ffmpeg-0,5,5,5,0
1775162296,stage-ffmpeg-1,4,4,4,0
1775162296,stage-ffmpeg-2,5,5,5,0
1775162296,stage-ffmpeg-3,5,5,5,0
1775162296,stage-librosa,5,5,5,0
1775162296,stage-object-detector,5,5,5,0
1775162304,orchestrator,1,1,1,0
1775162304,stage-deepspeech,3,3,3,0
1775162304,stage-ffmpeg-0,5,5,5,1
